account_name,nsbi_sector,deal_type,nsbi_financial_contribution,city,nsbi_county,postal_code,fiscal_year,longitude,latitude,coordinates
Fourth Wave Strategy Inc.,Business Services,EGP,4842,Dartmouth,Halifax,B2X 3G1,2019 - 2020,-63.543065,44.702692,POINT (-63.543065 44.702692)
Stone Cold Productions Limited,Film Production,EGP,2777,Dartmouth,Halifax,B2X 2Z7,2019 - 2020,-63.5398011,44.6933872,POINT (-63.539801100000005 44.6933872)
Greenlight Analytical Inc.,Advanced Manufacturing,PIVP,15000,Dartmouth,Halifax,B2W6C4,2019 - 2020,-63.5281344,44.6708897,POINT (-63.5281344 44.6708897)
Hivetronics Limited,Agri-food,EGP,3825,Dartmouth,Halifax,B2W4Z3,2019 - 2020,-63.5063457,44.686712,POINT (-63.506345700000004 44.686712)
Ethical Swag Inc.,Business Services,EGP,13533,Sydney,Cape Breton,B2W 6G2,2019 - 2020,-60.1987793,46.1429596,POINT (-60.1987793 46.1429596)
SimplyCast Interactive Marketing Ltd.,ICT (includes Digital Media),SBDP,9762,Dartmouth,Halifax,B2W 6E2,2019 - 2020,-63.5401947,44.6810281,POINT (-63.54019470000001 44.6810281)
Nava Projects Inc.,Film Production,EGP,5460,Dartmouth,Halifax,B2W 6A2,2019 - 2020,-63.5147045,44.66073,POINT (-63.51470450000001 44.66073)
Nava Projects Inc.,Film Production,EGP,4235,Dartmouth,Halifax,B2W 6A2,2019 - 2020,-63.5147045,44.66073,POINT (-63.51470450000001 44.66073)
Sprite Knights,ICT (includes Digital Media),PMA,0,Dartmouth,Halifax,B2W 4E6,2019 - 2020,-63.549722,44.671535,POINT (-63.549721999999996 44.671535)
Blac Op Films Incorporated,Film Production,EGP,3190,Dartmouth,Halifax,B2V 2V9,2019 - 2020,-63.488061,44.651747,POINT (-63.488061 44.651747)
Blois Fish Processing Automation Limited,Fish & Seafood Processing,EGP,10885,Dartmouth,Halifax,B2V 2S7,2019 - 2020,-63.554156,44.682061,POINT (-63.554156 44.682061000000004)
Blois Fish Processing Automation Limited,Fish & Seafood Processing,EGP,3150,Dartmouth,Halifax,B2V 2S7,2019 - 2020,-63.554156,44.682061,POINT (-63.554156 44.682061000000004)
Tony's Meats Limited,Agri-food,SBDP,8788,Antigonish,Antigonish,B2T 2L2,2019 - 2020,-61.9627307,45.632402,POINT (-61.9627307 45.632402)
Pratt & Whitney Canada Corp./ Pratt & Whitney Canada CIE (Project 1),Advanced Manufacturing,IRP,1265000,Goffs,Halifax,B2T 1L1,2019 - 2020,-63.5426726,44.8568101,POINT (-63.54267260000001 44.856810100000004)
Pratt & Whitney Canada Corp./ Pratt & Whitney Canada CIE (Project 2),Advanced Manufacturing,IRP,2369562,Goffs,Halifax,B2T 1L1,2019 - 2020,-63.5426726,44.8568101,POINT (-63.54267260000001 44.856810100000004)
L3 Technologies MAS Inc.,Aerospace & Defence,Payroll Rebate,1327200,Goffs,Halifax,B2T 1K9,2019 - 2020,-63.5442798,44.8565345,POINT (-63.5442798 44.8565345)
World Link Food Distributors Inc.,Fish & Seafood Processing,EGP,11550,Goffs,Halifax,B2T 1K3,2019 - 2020,-63.5485384,44.854757,POINT (-63.548538400000005 44.854757)
World Link Food Distributors Inc.,Fish & Seafood Processing,EGP,2175,Goffs,Halifax,B2T 1K3,2019 - 2020,-63.5485384,44.854757,POINT (-63.548538400000005 44.854757)
Marid Industries,Advanced Manufacturing,EMGP,45000,Fall River,Halifax,B2T 1G7,2019 - 2020,-63.6115281,44.8128694,POINT (-63.611528099999994 44.8128694)
Defenzall Therapeutics Inc.,Life Sciences,PIVP,25000,Fletchers Lake,Halifax,B2T 1A5,2019 - 2020,-63.611361,44.8471935,POINT (-63.611361 44.8471935)
First Catch Fisheries Co. Ltd.,Fish & Seafood Processing,EGP,13250,goffs,Halifax,B2T 0H4,2019 - 2020,-65.3234684,43.762471,POINT (-65.3234684 43.762471)
Island Beach  Company Clothing and Graphics Incorporated,Clothing & Textiles,PIVP,15000,Truro,Colchester,B2N 5V2,2019 - 2020,-63.2908623,45.3488461,POINT (-63.2908623 45.3488461)
Genrus Buying Group Inc.,Finance & Insurance,EGP,2000,Truro,Colchester,B2N 3H7,2019 - 2020,-63.2480079,45.3802618,POINT (-63.2480079 45.3802618)
Genrus Buying Group Inc.,Finance & Insurance,EGP,1050,Truro,Colchester,B2N 3H7,2019 - 2020,-63.2480079,45.3802618,POINT (-63.2480079 45.3802618)
Bad Fem Productions Inc.,Film Production,EGP,389,Truro,Colchester,B2N 1C1,2019 - 2020,-63.2971377,45.3636787,POINT (-63.29713770000001 45.3636787)
Aqua Production Systems Incorporated,Advanced Manufacturing,SBDP,2460,New Glasgow,Pictou,B2H 5C4,2019 - 2020,-62.6445294,45.5353637,POINT (-62.64452940000001 45.5353637)
Aqua Production Systems Incorporated,Advanced Manufacturing,SBDP,12540,New Glasgow,Pictou,B2H 5C4,2019 - 2020,-62.6445294,45.5353637,POINT (-62.64452940000001 45.5353637)
Aqua Production Systems Incorporated,Advanced Manufacturing,EGP,15000,New Glasgow,Pictou,B2H 5C4,2019 - 2020,-62.6445294,45.5353637,POINT (-62.64452940000001 45.5353637)
Stark International Inc.,Energy,EGP,11850,New Glasgow,Pictou,B2H 2T3,2019 - 2020,-62.6464652,45.5880468,POINT (-62.64646520000001 45.5880468)
Stark International Inc.,Energy,EGP,10008,New Glasgow,Pictou,B2H 2T3,2019 - 2020,-62.6464652,45.5880468,POINT (-62.64646520000001 45.5880468)
Stark International Inc.,Energy,EGP,7550,New Glasgow,Pictou,B2H 2T3,2019 - 2020,-62.6464652,45.5880468,POINT (-62.64646520000001 45.5880468)
Velsoft Training Materials Inc.,ICT (includes Digital Media),PIVP,25000,New Glasgow,Pictou,B2H 2P8,2019 - 2020,-62.6476871,45.5865832,POINT (-62.6476871 45.58658320000001)
Corporate Training Materials,ICT (Includes Digital Media),EGP,13033,New Glasgow,Pictou,B2H 2P6,2019 - 2020,-62.6471371,45.5880202,POINT (-62.64713710000001 45.5880202)
Web Builders Group Inc.,ICT (Includes Digital Media),EGP,1550,New Glasgow,Pictou,B2H 2P6,2019 - 2020,-62.647423,45.587644,POINT (-62.64742300000001 45.587644)
3284906 Nova Scotia Limited (Nova Scotia Spirit Co.)**,Agri-food,IRP,-848750,New Glasgow,Pictou,B2H 2P5,2019 - 2020,-62.6467646,45.5890641,POINT (-62.6467646 45.5890641)
Nova Scotia Spirit Company,Agri-food,SBDP,11049,New Glasgow,Pictou,B2H 2P5,2019 - 2020,-62.6467646,45.5890641,POINT (-62.6467646 45.5890641)
3284906 Nova Scotia Limited operating as Nova Scotia Spirit Company,Agri-food,EGP,8400,New Glasgow,Pictou,B2H 2P5,2019 - 2020,-62.6467646,45.5890641,POINT (-62.6467646 45.5890641)
3284906 Nova Scotia Limited operating as Nova Scotia Spirit Company,Agri-food,EGP,3900,New Glasgow,Pictou,B2H 2P5,2019 - 2020,-62.6467646,45.5890641,POINT (-62.6467646 45.5890641)
Tony's Meats Ltd.,Agri-food,PIVP,25000,Antigonish,Antigonish,B2G 2L2,2019 - 2020,-61.9627307,45.632402,POINT (-61.9627307 45.632402)
Tony's Meats,Agri-food,EGP,3122,Antigonish,Antigonish,B2G 2L2,2019 - 2020,-61.9627307,45.632402,POINT (-61.9627307 45.632402)
Steinhart Distillery Limited,Agri-food,EGP,7126,Arisag,Antigonish,B2G 2L1,2019 - 2020,-62.1815235,45.7482096,POINT (-62.18152349999999 45.7482096)
Peace by Chocolate Inc.,Agri-food,EGP,2502,Antigonish,Antigonish,B2G 2G8,2019 - 2020,-61.9823821,45.6274396,POINT (-61.9823821 45.6274396)
Talkatoo Inc.,ICT (includes Digital Media),PIVP,15000,Antigonish,Antigonish,B2G 2C2,2019 - 2020,-61.9929489,45.6226026,POINT (-61.99294890000001 45.6226026)
Talkatoo Inc.,ICT (includes Digital Media),SBDP,15000,Antigonish,Antigonish,B2G 2C2,2019 - 2020,-61.9929489,45.6226026,POINT (-61.99294890000001 45.6226026)
Talkatoo Inc.,ICT (Includes Digital Media),EGP,12176,Antigonish,Antigonish,B2G 2C2,2019 - 2020,-61.9929489,45.6226026,POINT (-61.99294890000001 45.6226026)
Talkatoo Inc.,ICT (Includes Digital Media),EGP,2822,Antigonish,Antigonish,B2G 2C2,2019 - 2020,-61.9929489,45.6226026,POINT (-61.99294890000001 45.6226026)
Talkatoo Inc.,ICT (Includes Digital Media),EGP,1275,Antigonish,Antigonish,B2G 2C2,2019 - 2020,-61.9929489,45.6226026,POINT (-61.99294890000001 45.6226026)
Spark Engagement Inc.,Business Services,EGP,5090,Antigonish,Antigonish,B2G 0C5,2019 - 2020,-61.975346,45.6307863,POINT (-61.97534600000001 45.6307863)
East Coast Metal Fabrication (2015) Inc.,Advanced Manufacturing,Payroll Rebate,680400,Edwardsville,Cape Breton,B2A 4S6,2019 - 2020,-60.2235816,46.1568275,POINT (-60.22358160000001 46.1568275)
Copol International Ltd.,Advanced Manufacturing,SBDP,9585,North Sydney,Cape Breton,B2A 3M4,2019 - 2020,-60.2484256,46.228461,POINT (-60.2484256 46.228461)
Live Ship Limited,Fish & Seafood Processing,EGP,5762,North Sydney,Cape Breton,B2A 3M2,2019 - 2020,-60.2463337,46.219099,POINT (-60.24633370000001 46.219099)
Sea-Pur Seaweed Products,Agri-food,PIVP,25000,Membertou,Cape Breton,B1S3S4,2019 - 2020,-60.1978421,46.1166481,POINT (-60.197842099999995 46.1166481)
Metal Supermarkets Service Company Inc. (MSKS),Customer Care Centre,PMA,0,Sydney,Cape Breton,B1S 1E2,2019 - 2020,-60.1966502,46.1382599,POINT (-60.1966502 46.1382599)
Breton Brewing Co,Agri-food,EGP,4277,Sydney,Cape Breton,B1R 1V7,2019 - 2020,-60.2344136,46.1193657,POINT (-60.2344136 46.1193657)
Talem Health Analytics Inc.,Life Sciences,SBDP,9000,Sydney,Cape Breton,B1R 1L8,2019 - 2020,-60.2244547,46.1384339,POINT (-60.22445470000001 46.1384339)
Talem Health Analytics Inc.,Life Sciences,EGP,7894,Sydney,Cape Breton,B1R 1L8,2019 - 2020,-60.2244547,46.1384339,POINT (-60.22445470000001 46.1384339)
Talem Health Analytics Inc.,Life Sciences,EGP,2068,Sydney,Cape Breton,B1R 1L8,2019 - 2020,-60.2244547,46.1384339,POINT (-60.22445470000001 46.1384339)
BIOP,Chemicals & Plastics,PIVP,15000,Sydney,Cape Breton,B1P1J7,2019 - 2020,-60.1948489,46.1399497,POINT (-60.1948489 46.1399497)
Breton SmarTek Inc.,ICT (Includes Digital Media),EGP,8637,Sydney,Cape Breton,B1P 6H1,2019 - 2020,-60.1970806,46.139009,POINT (-60.1970806 46.13900900000001)
Breton SmarTek Inc.,ICT (Includes Digital Media),EGP,4175,Sydney,Cape Breton,B1P 6H1,2019 - 2020,-60.1970806,46.139009,POINT (-60.1970806 46.13900900000001)
Breton SmarTek Inc.,ICT (Includes Digital Media),EGP,1562,Sydney,Cape Breton,B1P 6H1,2019 - 2020,-60.1970806,46.139009,POINT (-60.1970806 46.13900900000001)
Red Label Kilts & Tartan Design,Clothing & Textiles,EGP,1371,Sydney,Cape Breton,B1P 4N7,2019 - 2020,-60.1867787,46.1287165,POINT (-60.186778700000005 46.1287165)
Ubique Networks Inc.,ICT (Includes Digital Media),EGP,4150,Sydney,Cape Breton,B1P 1J7,2019 - 2020,-60.1949388,46.1404656,POINT (-60.1949388 46.1404656)
PM Technology Canada Ltd.,ICT (Includes Digital Media),EGP,7775,Sydney,Cape Breton,B1P 1J6,2019 - 2020,-60.1958317,46.140822,POINT (-60.1958317 46.140822)
PM Technology Canada Ltd.,ICT (Includes Digital Media),EGP,7115,Sydney,Cape Breton,B1P 1J6,2019 - 2020,-60.1958317,46.140822,POINT (-60.1958317 46.140822)
Cornerstone Research Group,Life Sciences,EGP,14924,Sydney,Cape Breton,B1P 1C6,2019 - 2020,-60.1968043,46.1389574,POINT (-60.1968043 46.1389574)
Securicy Data Solutions Ltd.,ICT (includes Digital Media),SBDP,3500,Sydney,Cape Breton,B1P 1C6,2019 - 2020,-60.1966502,46.1382599,POINT (-60.1966502 46.1382599)
Securicy Data Solutions Ltd.,ICT (Includes Digital Media),EGP,19510,Sydney,Cape Breton,B1P 1C6,2019 - 2020,-60.1966502,46.1382599,POINT (-60.1966502 46.1382599)
Securicy Data Solutions Ltd.,ICT (Includes Digital Media),EGP,4350,Sydney,Cape Breton,B1P 1C6,2019 - 2020,-60.1966502,46.1382599,POINT (-60.1966502 46.1382599)
Easy Golf Tour Ltd.,Business Services,PIVP,15000,Sydney,Cape Breton,B1P 1C4,2019 - 2020,-60.1966502,46.1382599,POINT (-60.1966502 46.1382599)
Seatree Organic Charcoal Inc.,Advanced Manufacturing,PIVP,15000,Sydney,Cape Breton,B1L 1G9,2019 - 2020,-60.2734308,46.0658069,POINT (-60.2734308 46.0658069)
Live Stor Sydney Limited,Business Services,EGP,2150,Sydney,Cape Breton,B1L 1B8,2019 - 2020,-60.2409567,46.122406,POINT (-60.240956700000005 46.122406)
RGI Logistics & Technology Inc.,Advanced Manufacturing,PIVP,25000,New Waterford,Cape Breton,B1H3R7,2019 - 2020,-60.0928033,46.2404988,POINT (-60.0928033 46.2404988)
RGI Logistics & Technology Inc.,Advanced Manufacturing,SBDP,15000,New Waterford,Cape Breton,B1H3R7,2019 - 2020,-60.0928033,46.2404988,POINT (-60.0928033 46.2404988)
Yin & Yang Wellness,Life Sciences,PIVP,15000,New Waterford,Cape Breton,B1H 3Y8,2019 - 2020,-60.0861635,46.2461522,POINT (-60.0861635 46.246152200000004)
Cape Breton Bivalve Inc.,Fish & Seafood Processing,EGP,2450,Louisbourg,Cape Breton,B1C 2L8,2019 - 2020,-59.9738957,45.918635,POINT (-59.9738957 45.918635)
Louisbourg Seafoods Ltd.,Fish & Seafood Processing,PIVP,25000,Louisbourg,Cape Breton,B1C 1B5,2019 - 2020,-59.9875935,45.8917029,POINT (-59.98759350000001 45.8917029)
Young Superstars Inc.,Creative Industries,EGP,1050,Glace Bay,Cape Breton,B1A 5X2,2019 - 2020,-59.9884318,46.200314,POINT (-59.988431799999994 46.200314000000006)
Airesun Global Limited,Chemicals & Plastics,PIVP,25000,Edwardsville,Cape Breton,B1A 4S6,2019 - 2020,-60.2300858,46.1580725,POINT (-60.2300858 46.1580725)
Airesun Global Limited,Chemicals & Plastics,EGP,5820,Edwardsville,Cape Breton,B1A 4S6,2019 - 2020,-60.2300858,46.1580725,POINT (-60.2300858 46.1580725)
DEon Oyster Company Ltd.,Fish & Seafood Processing,EGP,1850,Eel Brook,Yarmouth,B0W 2X0,2019 - 2020,-65.977203,43.8161794,POINT (-65.977203 43.81617940000001)
AF Theriault & Son Limited,Advanced Manufacturing,EGP,7488,Meteghan River,Digby,B0W 2L0,2019 - 2020,-66.145227,44.2173875,POINT (-66.145227 44.2173875)
Stratigro Business Consulting,Business Services,EGP,2925,Clare,Digby,B0W 2J0,2019 - 2020,-66.1523376,44.1946363,POINT (-66.1523376 44.1946363)
Stratigro Business Consulting,Business Services,EGP,1200,Clare,Digby,B0W 2J0,2019 - 2020,-66.1523376,44.1946363,POINT (-66.1523376 44.1946363)
Ships Lobster Pound Ltd.,Fish & Seafood Processing,SBDP,2300,Woods Harbour,Shelburne,B0W 2E0,2019 - 2020,-65.7459876,43.5253942,POINT (-65.7459876 43.5253942)
Ships Lobster Pound Ltd.,Fish & Seafood Processing,EGP,4837,Woods Harbour,Shelburne,B0W 2E0,2019 - 2020,-65.7459876,43.5253942,POINT (-65.7459876 43.5253942)
ProNova Marine Products Limited,Oceans Technology,EGP,1325,Lower Woods Harbour,Shelburne,B0W 2E0,2019 - 2020,-65.7366179,43.5220374,POINT (-65.7366179 43.5220374)
Alecster Fisheries Limited,Fish & Seafood Processing,SBDP,2900,Lower West Pubnico,Yarmouth,B0W 2C0,2019 - 2020,-65.7932282,43.6238207,POINT (-65.7932282 43.6238207)
Beche Nutraceutical Company,Life Sciences,EGP,7125,Lower Wedgeport,Yarmouth,B0W 2B0,2019 - 2020,-65.9880378,43.7174301,POINT (-65.9880378 43.7174301)
Shore Cold Storage & Logistics Inc.,Fish & Seafood Processing,PIVP,15000,Little Brook,Digby,B0W 1Z0,2019 - 2020,-66.1188005,44.2998385,POINT (-66.1188005 44.2998385)
AC Live Lobster Inc.,Fish & Seafood Processing,EGP,15000,Clark's Harbour,Shelburne,B0W 1P0,2019 - 2020,-65.6162718,43.4878892,POINT (-65.6162718 43.4878892)
AGE Lobster Inc.,Fish & Seafood Processing,EGP,2106,Clark's Harbour,Shelburne,B0W 1P0,2019 - 2020,-65.6265807,43.43453,POINT (-65.6265807 43.43453)
Innovative Fishery Products Inc.,Fish & Seafood Processing,EGP,2002,Saint Bernard,Digby,B0W 1J0,2019 - 2020,-66.0517854,44.3998478,POINT (-66.0517854 44.3998478)
Gerret Enterprises Incorporated,Fish & Seafood Processing,EGP,3821,Clark's Harbour,Shelburne,B0W 1G0,2019 - 2020,-65.6534439,43.4571864,POINT (-65.6534439 43.4571864)
I. Deveau Fisheries Limited,Fish & Seafood Processing,EGP,4890,Barrington,Shelburne,B0W 1G0,2019 - 2020,-65.6191938,43.539446,POINT (-65.6191938 43.539446)
Ocean Pride Fisheries Limited (Atlantic Treasure Limited),Fish & Seafood Processing,EGP,5000,Lower Wedgeport,Yarmouth,B0W  2B0,2019 - 2020,-65.9880378,43.7174301,POINT (-65.9880378 43.7174301)
Tactical Acuity Equipment Systems Limited,Aerospace & Defence,PIVP,15000,Digby,Digby,B0V 1A0,2019 - 2020,-65.7638492,44.6248764,POINT (-65.7638492 44.6248764)
Fundy Dulse,Agri-food,PIVP,15000,Gullivers Cove,Digby,B0V 1A0,2019 - 2020,-65.9350117,44.606904,POINT (-65.9350117 44.606904)
Roof Hound Brewing Co. Limited,Agri-food,PIVP,15000,Digby,Digby,B0V 1A0,2019 - 2020,-65.8109009,44.556126,POINT (-65.8109009 44.556126)
Scotia Harvest Inc.,Fish & Seafood Processing,IRP,1863333,Digby,Digby,B0V 1A0,2019 - 2020,-65.7572504,44.6266087,POINT (-65.7572504 44.6266087)
Bounty Bay Shellfish Incorporated,Agri-food,EGP,2200,North River,Victoria,B0T 1W0,2019 - 2020,-60.629272,46.3057548,POINT (-60.62927200000001 46.3057548)
"Kenney & Ross, Limited",Advanced Manufacturing,IRP,636884,Port Saxon,Shelburne,B0T 1W0,2019 - 2020,-65.4363067,43.591159,POINT (-65.43630670000002 43.591159000000005)
Ven-Rez Products Ltd.,Advanced Manufacturing,SBDP,9900,Shelburne,Shelburne,B0T 1W0,2019 - 2020,-65.3150756,43.7430991,POINT (-65.3150756 43.7430991)
Ven-Rez Products Ltd.,Advanced Manufacturing,EGP,7447,Shelburne,Shelburne,B0T 1W0,2019 - 2020,-65.3150756,43.7430991,POINT (-65.3150756 43.7430991)
Ven-Rez Products Ltd.,Advanced Manufacturing,EGP,5623,Shelburne,Shelburne,B0T 1W0,2019 - 2020,-65.3150756,43.7430991,POINT (-65.3150756 43.7430991)
Allendale Technologies Limited,Advanced Manufacturing,SBDP,3075,Lockeport,Shelburne,B0T 1L0,2019 - 2020,-65.1148533,43.6987556,POINT (-65.1148533 43.6987556)
Allendale Technologies Limited,Advanced Manufacturing,SBDP,1450,Lockeport,Shelburne,B0T 1L0,2019 - 2020,-65.1148533,43.6987556,POINT (-65.1148533 43.6987556)
Allendale Technologies Limited,Advanced Manufacturing,SBDP,3262,Lockeport,Shelburne,B0T 1L0,2019 - 2020,-65.1148533,43.6987556,POINT (-65.1148533 43.6987556)
Allendale Electronics Limited,Advanced Manufacturing,EGP,7565,Lockeport,Shelburne,B0T 1L0,2019 - 2020,-65.1148533,43.6987556,POINT (-65.1148533 43.6987556)
Allendale Electronics Limited,Advanced Manufacturing,EGP,4785,Lockeport,Shelburne,B0T 1L0,2019 - 2020,-65.1148533,43.6987556,POINT (-65.1148533 43.6987556)
Van Dyk's Health Juice Products Ltd.,Agri-food,SBDP,10000,Caledonia,Queens,B0T 1B0,2019 - 2020,-63.5683279,44.6704717,POINT (-63.56832789999999 44.67047170000001)
Van Dyk Specialty Products Limited,Agri-food,EGP,9700,Caledonia,Queens,B0T 1B0,2019 - 2020,-65.0893481,44.35852,POINT (-65.0893481 44.35852)
Cyber Smart Canada Inc.,ICT (Includes Digital Media),EGP,6632,Clementsvale,Annapolis,B0S IG0,2019 - 2020,-65.6042288,44.64148,POINT (-65.6042288 44.64148)
Cyber Smart Canada Inc.,ICT (Includes Digital Media),EGP,1673,Clementsvale,Annapolis,B0S IG0,2019 - 2020,-65.6042288,44.64148,POINT (-65.6042288 44.64148)
Spa Springs Mineral Water Co. Ltd.,Advanced Manufacturing,EGP,2630,Middleton,Annapolis,B0S 1P0,2019 - 2020,-65.0914404,44.9438407,POINT (-65.0914404 44.9438407)
Spa Springs Mineral Water Co. Ltd.,Advanced Manufacturing,EGP,1768,Middleton,Annapolis,B0S 1P0,2019 - 2020,-65.0914404,44.9438407,POINT (-65.0914404 44.9438407)
Mainland Telecom Inc.,ICT (includes Digital Media),PIVP,15000,Middleton,Annapolis,B0S 1P0,2019 - 2020,-65.0914404,44.9438407,POINT (-65.0914404 44.9438407)
Bear River Vineyards Ltd.,Agri-food,PIVP,25000,Bear River,Annapolis,B0S 1B0,2019 - 2020,-65.7079588,44.584122,POINT (-65.7079588 44.584122)
denHaan Enterprises Limited,Agri-food,IRP,1403023,Lawrencetown,Annapolis,B0S  1M0,2019 - 2020,-65.1822218,44.8835637,POINT (-65.1822218 44.8835637)
New Voice Languages & Tutoring Inc.,Business Services,EGP,8780,Lunenburg,Lunenburg,B0R 2C0,2019 - 2020,-64.3159187,44.380105,POINT (-64.3159187 44.380105)
Spurr Brothers Farms Limited,Agri-food,PIVP,15000,Kingston,Annapolis,B0P1R0,2019 - 2020,-64.9566595,44.9803635,POINT (-64.9566595 44.9803635)
CKF Incorporated,Advanced Manufacturing,IRP,3505415,Hantsport,Hants,B0P1P0,2019 - 2020,-64.174285,45.0649108,POINT (-64.174285 45.0649108)
Randsland Farms Inc.,Agri-food,EGP,1490,Canning,Kings,B0P1H0,2019 - 2020,-64.3971437,45.192744,POINT (-64.3971437 45.192744)
Dykeview Farms Limited,Agri-food,PIVP,25000,Centreville,Kings,B0P 1J0,2019 - 2020,-64.4756828,45.1353549,POINT (-64.4756828 45.1353549)
Blomidon Estate Winery,Agri-food,EGP,8380,Canning,Kings,B0P 1H0,2019 - 2020,-64.4175096,45.1499981,POINT (-64.4175096 45.1499981)
Hutchinson Maple (Hutchinson Acres Inc.) (Pure Infused Maple Syrup),Agri-food,EGP,7539,Aylesford,Kings,B0P 1C0,2019 - 2020,-64.6804788,44.8686549,POINT (-64.6804788 44.8686549)
Hutchinson Maple (Hutchinson Acres Inc.) (Pure Infused Maple Syrup),Agri-food,EGP,6980,Aylesford,Kings,B0P 1C0,2019 - 2020,-64.6804788,44.8686549,POINT (-64.6804788 44.8686549)
Academic Edge Inc.,ICT (includes Digital Media),SBDP,10500,Windsor,Hants,B0N2TO,2019 - 2020,-64.1453747,44.991028,POINT (-64.1453747 44.991028)
Nu-Air Ventilation Systems Inc.,Advanced Manufacturing,EGP,8475,Windsor,Hants,B0N 2T0,2019 - 2020,-64.1071396,44.9891427,POINT (-64.1071396 44.9891427)
Heritage Memorials Limited,Agri-food,PIVP,15000,Windsor,Hants,B0N 2T0,2019 - 2020,-64.1218997,44.995556,POINT (-64.1218997 44.995556)
Brighter Community Planning and Consulting Ltd.,Business Services,EGP,1575,Windsor,Hants,B0N 2T0,2019 - 2020,-64.1418465,44.9948983,POINT (-64.1418465 44.9948983)
Academic Edge Inc.,ICT (Includes Digital Media),EGP,14825,Windsor,Hants,B0N 2T0,2019 - 2020,-64.1453747,44.991028,POINT (-64.1453747 44.991028)
The Station Food Company (2019) Ltd.,Agri-food,SBDP,7379,Newport Station,Hants,B0N 2B0,2019 - 2020,-64.0565457,44.96497,POINT (-64.0565457 44.96497)
Romor Ocean Solutions,Oceans Technology,SBDP,4515,Mount Uniack,Hants,B0N 1Z0,2019 - 2020,-63.8091147,44.8599058,POINT (-63.80911470000001 44.85990580000001)
Romor Ocean Solutions,Oceans Technology,EGP,11087,Mount Uniack,Hants,B0N 1Z0,2019 - 2020,-63.8091147,44.8599058,POINT (-63.80911470000001 44.85990580000001)
Wanderlust Excursions,Travel & Accommodation,EGP,7098,Gore,Hants,B0N 1P0,2019 - 2020,-63.7200115,45.1185008,POINT (-63.7200115 45.1185008)
Doug Bragg Enterprises,Advanced Manufacturing,PIVP,15000,Collingwood,Cumberland,B0M1E0,2019 - 2020,-64.0463727,45.5771074,POINT (-64.0463727 45.5771074)
Surrette Battery Company Limited,Advanced Manufacturing,PIVP,15000,Springhill,Cumberland,B0M 1X0,2019 - 2020,-64.0761333,45.6412969,POINT (-64.0761333 45.6412969)
