year,board_council,board_name,school_code,school_name,mail_address_1,city,postal_code,civic_address_1,civic_address_2,civic_postal_code,mobile,fax,email,coordinates
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,183,MARION BRIDGE SCHOOL,3845 GABARUS HWY,MARION BRIDGE NS,B1K 1A6,NULL,NULL,NULL,9027272980,9027272765,RUTHCLARKE@GNSPES.CA,POINT (-60.21217 45.987981)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,971,MCCULLOCH EDUCATION CENTRE,350 WELLINGTON ST,PICTOU NS,B0K 1H0,350 WELLINGTON ST,PICTOU NS,B0K 1H0,9024857991,9024857992,MCNEILLFA@CCRCE.CA,POINT (-62.709857 45.687404)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,928,MEADOWFIELDS COMMUNITY SCHOOL,106 PROSPECT ST,YARMOUTH NS,B5A 4J2,NULL,NULL,NULL,9027492880,9027492888,MCS@TCRCE.CA,POINT (-66.103042 43.857109)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,82,MEMORIAL COMPOSITE HIGH SCHOOL,300 MEMORIAL DR,SYDNEY MINES NS,B1V 2Y5,NULL,NULL,NULL,9027366233,9027363895,NICHOLC7@GNSPES.CA,POINT (-60.234345 46.227378)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,526,MICHAEL WALLACE ELEMENTARY SCHOOL,24 ANDOVER ST,DARTMOUTH NS,B2X 2L9,NULL,NULL,NULL,9024358357,9024358395,MWES@HRCE.CA,POINT (-63.550476 44.702382)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,83,MIDDLE RIVER CONSOLIDATED SCHOOL,2248 CABOT TRAIL,MIDDLE RIVER NS,B0E 1B0,NULL,NULL,NULL,9022952842,9022952842,RCORDY@GNSPES.CA,POINT (-60.927925 46.169209)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,712,MIDDLETON REGIONAL HIGH SCHOOL,18 GATES AVE,MIDDLETON NS,B0S 1P0,NULL,NULL,NULL,9028255350,9028255355,MRHS@AVRCE.CA,POINT (-65.071978 44.942123)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,748,MILLWOOD ELEMENTARY SCHOOL,190 BEAVER BANK CROSS RD,LOWER SACKVILLE NS,B4E 1K5,NULL,NULL,NULL,9028647510,9028647518,MES@HRCE.CA,POINT (-63.704279 44.788507)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,745,MILLWOOD HIGH SCHOOL,141 MILLWOOD DR,MIDDLE SACKVILLE NS,B4E 0A1,NULL,NULL,NULL,9028647535,9028647567,MWHS@HRCE.CA,POINT (-63.708923 44.791095)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,527,MOUNT EDWARD ELEMENTARY SCHOOL,3 WINDWARD AVE,DARTMOUTH NS,B2W 2G9,NULL,NULL,NULL,9024358459,9024358414,MEES@HRSB.NS.CA,POINT (-63.5143 44.683993)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,997,MOUNTAINVIEW ELEMENTARY SCHOOL,21 DELTA DR,HOWIE CENTRE NS,B1L 1G9,21 DELTA DR,HOWIE CENTRE NS,B1L 1G9,9025628880,9025627271,PAUL3@GNSPES.CA,POINT (-60.265349 46.062087)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1149,MUSQUODOBOIT RURAL HIGH SCHOOL,11980 HWY 224,MIDDLE MUSQUODOBOIT NS,B0N 1X0,NULL,NULL,NULL,9023842320,9023842321,MRHS@HRSB.NS.CA,POINT (-63.132945 45.051918)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,348,MUSQUODOBOIT VALLEY EDUCATION CENTRE,PO BOX 99,MIDDLE MUSQUODOBOIT NS,B0N 1X0,12046 HWY 224,MIDDLE MUSQUODOBOIT NS,B0N 1X0,9023842555,9023842419,MVEC@HRSB.NS.CA,POINT (-63.136694 45.050034)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,324,NELSON WHYNDER ELEMENTARY SCHOOL,979 NORTH PRESTON RD,NORTH PRESTON NS,B2Z 1A2,NULL,NULL,NULL,9024626030,9024626033,NWES@HRCE.CA,POINT (-63.464702 44.742911)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,397,NEW GERMANY ELEMENTARY SCHOOL,150 SCHOOL ST,NEW GERMANY NS,B0R 1E0,NULL,NULL,NULL,9026445020,9026445022,NGES@SSRSB.CA,POINT (-64.707042 44.037576)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,402,NEW GERMANY RURAL HIGH SCHOOL,44 SCHOOL ST,NEW GERMANY NS,B0R 1E0,NULL,NULL,NULL,9026445000,9026445010,NGRHS@SSRSB.CA,POINT (-59.959671 46.183297)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1189,NEW GLASGOW ACADEMY,93 ALBERT ST,NEW GLASGOW NS,B2H 5W8,NULL,NULL,NULL,9027558400,9027558438,MCNEILAP@CCRCE.CA,POINT (-62.637793 45.587241)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,73,NEW MINAS ELEMENTARY SCHOOL,34 JONES RD,NEW MINAS NS,B4N 3N1,NULL,NULL,NULL,9026814900,9026814904,NMES@AVRCE.CA,POINT (-64.44999 45.068742)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,214,NEW ROSS CONSOLIDATED SCHOOL,PO BOX 10,NEW ROSS NS,B0J 2M0,4689 HWY 12,NEW ROSS NS,B0J 2M0,9026896100,9026896110,NRCS@SSRSB.CA,POINT (-64.456817 44.729949)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,404,NEWCOMBVILLE ELEMENTARY SCHOOL,4220 HWY 325,NEWCOMBVILLE NS,B4V 7W2,NULL,NULL,NULL,9025418230,9025418231,NES@SSRSB.CA,POINT (-64.626026 44.381526)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,961,NORTH HIGHLANDS ELEMENTARY SCHOOL,1363 BAY ST. LAWRENCE RD,ASPY BAY NS,B0C 1G0,NULL,NULL,NULL,9023832186,9023832381,ANGELACURRIE@GNSPES.CA,POINT (-60.486082 46.924724)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,988,NORTH NOVA EDUCATION CENTRE,343 PARK ST,NEW GLASGOW NS,B2H 6B2,NULL,NULL,NULL,9027558180,9027558185,FINDLAYAL@CCRCE.CA,POINT (-62.633321 45.567459)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,459,NORTH QUEENS COMMUNITY SCHOOL,PO BOX 184,CALEDONIA NS,B0T 1E0,40 WEST CALEDONIA RD,CALEDONIA NS,B0T 1B0,9026823500,9026823510,NQCS@SSRSB.CA,POINT (-65.032724 44.372303)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,9,NORTH RIVER ELEMENTARY SCHOOL,80 MOUNTAIN LEE RD,NORTH RIVER NS,B6L 6M2,NULL,NULL,NULL,9028965530,9028965532,BISHOPAMEROHA@CCRCE.CA,POINT (-63.263064 45.400818)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,967,NORTHEAST KINGS EDUCATION CENTRE,1816 BAINS RD,CANNING NS,B0P 1H0,NULL,NULL,NULL,9025822040,9025822044,NKEC@AVRCE.CA,POINT (-64.441937 45.162408)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,231,NORTHPORT CONSOLIDATED ELEMENTARY SCHOOL,7110 HWY 366,NORTHPORT NS,B0L 1E0,NULL,NULL,NULL,9026612490,9026612491,TRENHOLMA@CCRCE.CA,POINT (-63.871803 45.941223)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,989,NORTHUMBERLAND REGIONAL HIGH SCHOOL,104 ALMA RD,ALMA NS,B0K 2A0,NULL,NULL,NULL,9023962750,9023962755,OTOOLEM@CCRCE.CA,POINT (-62.761131 45.582556)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,56,OCEAN VIEW ELEMENTARY SCHOOL,51 OCEANVIEW SCHOOL RD,EASTERN PASSAGE NS,B3G 1J3,NULL,NULL,NULL,9024658670,9024658673,OVES@HRCE.CA,POINT (-63.474072 44.609087)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,1154,OCEANVIEW EDUCATION CENTRE,60 WALLACES RD,GLACE BAY NS,B1A 4N5,NULL,NULL,NULL,9028424488,9028495541,GONEILL@GNSPES.CA,POINT (-59.975254 46.203418)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,131,O'CONNELL DRIVE ELEMENTARY SCHOOL,40 O'CONNELL DR,PORTERS LAKE NS,B3E 1E8,NULL,NULL,NULL,9028274112,9028273120,OCDES@HRCE.CA,POINT (-63.322829 44.737417)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,315,OLDFIELD CONSOLIDATED SCHOOL,72 HALLS RD,ENFIELD NS,B2T 1C4,NULL,NULL,NULL,9028833010,9028833011,OCS@HRSB.NS.CA,POINT (-63.540745 44.926834)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1151,OXFORD REGIONAL EDUCATION CENTRE,249 LOWER MAIN ST,OXFORD NS,B0M 1P0,249 LOWER MAIN ST,OXFORD NS,B0M 1P0,9024474513,9024474517,STARRATTD@CCRCE.CA,NULL
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,572,OXFORD SCHOOL,6364 NORTH ST,HALIFAX NS,B3L 1P6,NULL,NULL,NULL,9024216763,9024213043,OXFORD@HRCE.CA,POINT (-63.863141 45.738851)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1141,OYSTER POND ACADEMY,10583 HWY 7,OYSTER POND NS,B0J 1W0,NULL,NULL,NULL,9028894300,9028894310,OPA@HRCE.CA,POINT (-62.998495 44.779424)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,409,PARK VIEW EDUCATION CENTRE,1485 KING ST,BRIDGEWATER NS,B4V 1C4,NULL,NULL,NULL,9025418200,9025418210,PVEC@SSRSB.CA,POINT (-64.543776 44.397995)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,970,PARK WEST SCHOOL,206 LANGBRAE DR,HALIFAX NS,B3S 1L5,NULL,NULL,NULL,9024577800,9024577804,PARKWEST@HRCE.CA,POINT (-63.669559 44.668106)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,649,PARRSBORO REGIONAL ELEMENTARY SCHOOL,43 SCHOOL ST,PARRSBORO NS,B0M 1S0,43 SCHOOL ST,PARRSBORO NS,B0M 1S0,9022545605,9022545609,COLLINSONN@CCRCE.CA,POINT (-64.327969 45.405355)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,715,PARRSBORO REGIONAL HIGH SCHOOL,PO BOX 370,PARRSBORO NS,B0M 1S0,109 KING ST,PARRSBORO NS,B0M 1S0,9022545600,9022545660,SPENCED@CCRCE.CA,POINT (-64.329584 45.405771)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,400,PENTZ ELEMENTARY SCHOOL,PO BOX 88,LAHAVE NS,B0R 1C0,2680 HWY 331,LAHAVE NS,B0R 1C0,9026883210,9026883211,PES@SSRSB.CA,POINT (-64.402481 44.305067)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,401,PETITE RIVIÈRE ELEMENTARY SCHOOL,123 WENTZELL RD,PETITE RIVIÈRE NS,B4V 5Y2,NULL,NULL,NULL,9026883200,9026883201,PRES@SSRSB.CA,POINT (-64.451342 44.238546)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,650,PICTOU ACADEMY,200 LOUISE ST,PICTOU NS,B0K 1H0,200 LOUISE ST,PICTOU NS,B0K 1H0,9024857200,9024857210,MACDONALDB@CCRCE.CA,POINT (-62.710049 45.68032)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,966,PINE RIDGE MIDDLE SCHOOL,625 PINE RIDGE AVE,KINGSTON NS,B0P 1R0,NULL,NULL,NULL,9027657570,9027657572,PRMS@AVRCE.CA,POINT (-64.943806 44.992904)
2018-2019,52,STRAIT REGIONAL CENTRE FOR EDUCATION,390,PLEASANT BAY SCHOOL,456 PLEASANT BAY RD,PLEASANT BAY NS,B0E 2P0,NULL,NULL,NULL,9022242365,9022242080,PETER.GOOSENS@SRCE.CA,POINT (-60.787501 46.836848)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,199,PLYMOUTH SCHOOL,RR 1,ARCADIA NS,B0W 1B0,849 HWY 334,PLYMOUTH NS,B0W 1B0,9026632000,9026632005,PS@TCRCE.CA,POINT (-66.017994 43.812988)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,498,PORT MAITLAND CONSOLIDATED SCHOOL,PO BOX 70,PORT MAITLAND NS,B5A 5T3,3072 HWY 1,PORT MAITLAND NS,B5A 5T3,9026494400,9026494404,PMCES@TCRCE.CA,POINT (-66.145765 43.976215)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,72,PORT WILLIAMS ELEMENTARY SCHOOL,1261 BELCHER ST,PORT WILLIAMS NS,B0P 1T0,NULL,NULL,NULL,9025426074,9025426094,PWES@AVRCE.CA,POINT (-64.420335 45.09151)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1159,PORTERS LAKE ELEMENTARY SCHOOL,40 INSPIRATION DR,PORTERS LAKE NS,B3E 0A6,NULL,NULL,NULL,9028272525,9028275410,PLES@HRCE.CA,POINT (-63.285459 44.735138)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,969,PORTLAND ESTATES ELEMENTARY SCHOOL,45 PORTLAND HILLS DR,DARTMOUTH NS,B2W 6L5,NULL,NULL,NULL,9024337100,9024337103,PORTLAND@HRSB.NS.CA,POINT (-63.514253 44.66576)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,533,PRINCE ANDREW HIGH SCHOOL,31 WOODLAWN RD,DARTMOUTH NS,B2W 2R7,NULL,NULL,NULL,9024358452,9024358398,PAH@HRSB.NS.CA,POINT (-63.52742 44.681301)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,282,PROSPECT ROAD ELEMENTARY SCHOOL,2199 PROSPECT RD,HATCHET LAKE NS,B3T 1R8,NULL,NULL,NULL,9028522441,9028525542,PRES@HRSB.NS.CA,POINT (-63.729339 44.564269)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,252,PUGWASH DISTRICT HIGH SCHOOL,192 CHURCH ST,PUGWASH NS,B0K 1L0,NULL,NULL,NULL,9022433930,9022433940,BRUNTSE@CCRCE.CA,POINT (-63.659347 45.855019)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,1142,RANKIN SCHOOL OF THE NARROWS,4144 HWY 223,IONA NS,B2C 1A4,NULL,NULL,NULL,9027252210,9027251255,MACNEILT@GNSPES.CA,POINT (-60.816869 45.947655)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,39,RAWDON DISTRICT ELEMENTARY SCHOOL,3713 HWY 354,UPPER RAWDON NS,B0N 2N0,NULL,NULL,NULL,9026326660,9026326662,NODDINM@CCRCE.CA,POINT (-63.710987 45.070033)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,916,REDCLIFF MIDDLE SCHOOL,33 SUNSET LANE,VALLEY NS,B6L 4K1,NULL,NULL,NULL,9028965520,9028965514,HAZELTOND@CCRCE.CA,POINT (-63.218564 45.382025)
2018-2019,52,STRAIT REGIONAL CENTRE FOR EDUCATION,931,RICHMOND EDUCATION CENTRE/ ACADEMY,PO BOX 599,LOUISDALE NS,B0E 1V0,3238 WHITESIDE RD,LOUISDALE NS,B0E 1V0,9023454949,9023454948,JASON.MACLEAN@SRCE.CA,POINT (-61.095682 45.60638)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,938,RIDGECLIFF MIDDLE SCHOOL,35 BEECH TREE RUN,BEECHVILLE NS,B3T 2E5,NULL,NULL,NULL,9028764381,9028764385,RMS@HRSB.NS.CA,POINT (-63.682172 44.635117)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,251,RIVER HEBERT DISTRICT SCHOOL,2843 BARRONSFIELD RD,RIVER HEBERT NS,B0L 1G0,NULL,NULL,NULL,9022513200,9022513210,TAYLORV@CCRCE.CA,POINT (-64.377985 45.692545)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,923,RIVERSIDE EDUCATION CENTRE,6 RIVERSIDE DR,MILFORD NS,B0N 1Y0,NULL,NULL,NULL,9027584660,9027584666,GATTOSC@CCRCE.CA,POINT (-63.439276 45.045216)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,973,RIVERSIDE SCHOOL,7430 HORNES RD,ALBERT BRIDGE NS,B0A 1P0,NULL,NULL,NULL,9025634535,9025634539,BROWNS5@GNSPES.CA,POINT (-60.067266 46.036649)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,203,RIVERVIEW HIGH SCHOOL,57 COXHEATH RD,SYDNEY NS,B1R 1R4,NULL,NULL,NULL,9025645411,9025672575,JOEMC@GNSPES.CA,POINT (-60.234387 46.115764)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,359,ROBERT K. TURNER ELEMENTARY SCHOOL,141 CIRCASSION DR,DARTMOUTH NS,B2W 4N7,NULL,NULL,NULL,9024645205,9024645208,RKT@HRSB.NS.CA,POINT (-63.496158 44.679494)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,182,ROBIN FOOTE ELEMENTARY SCHOOL,125 SUNNYDALE DR,WESTMOUNT NS,B1R 1J4,NULL,NULL,NULL,9025393031,9025626816,LASTEPHEN@GNSPES.CA,POINT (-60.215522 46.139273)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,603,ROCKINGHAM ELEMENTARY SCHOOL,31 TREMONT DR,HALIFAX NS,B3M 1X8,NULL,NULL,NULL,9024578986,9024578993,ROCKINGHAM@HRCE.CA,POINT (-63.653171 44.676667)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,609,ROCKINGSTONE HEIGHTS SCHOOL,1 REGAN DR,HALIFAX NS,B3R 2J1,NULL,NULL,NULL,9024794452,9024794459,RHES@HRCE.CA,POINT (-63.615781 44.598313)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1187,ROCKY LAKE JUNIOR HIGH SCHOOL,670 ROCKY LAKE DR,BEDFORD NS,B4A 2T6,NULL,NULL,NULL,9028328952,9028328962,RLJH@HRSB.NS.CA,POINT (-63.643491 44.740274)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,321,ROSS ROAD SCHOOL,336 ROSS RD,WESTPHAL NS,B2Z 1H2,NULL,NULL,NULL,9024628340,9024628398,RRS@HRSB.NS.CA,POINT (-63.636838 44.744787)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,311,SACKVILLE HEIGHTS ELEMENTARY SCHOOL,1225 OLD SACKVILLE RD,MIDDLE SACKVILLE NS,B4E 3A6,NULL,NULL,NULL,9028694700,9028694703,SHES@HRCE.CA,POINT (-63.45417 44.689209)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,303,SACKVILLE HEIGHTS JUNIOR HIGH SCHOOL,956 SACKVILLE DR,LOWER SACKVILLE NS,B4E 1S4,NULL,NULL,NULL,9028693800,9028693801,SHJH@HRCE.CA,POINT (-63.714885 44.782652)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,297,SACKVILLE HIGH SCHOOL,1 KINGFISHER WAY,LOWER SACKVILLE NS,B4C 2Y9,NULL,NULL,NULL,9028646700,9028646710,SHS@HRCE.CA,POINT (-63.698775 44.779719)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,581,SAINT MARY'S ELEMENTARY SCHOOL,5614 MORRIS ST,HALIFAX NS,B3J 1C2,NULL,NULL,NULL,9024216749,9024212655,STMARYS@HRSB.NS.CA,POINT (-63.673687 44.775325)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,441,SALT SPRINGS ELEMENTARY SCHOOL,2080 WEST RIVER STN RD,PICTOU NS,B0K 1P0,NULL,NULL,NULL,9029256000,9029256006,NELSONRD@CCRCE.CA,POINT (-63.576414 44.640427)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,295,SAMBRO ELEMENTARY SCHOOL,3725 OLD SAMBRO RD,SAMBRO NS,B3V 1G1,NULL,NULL,NULL,9028682717,9028681808,SES@HRCE.CA,POINT (-62.892456 45.532369)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,4,SCOTSBURN ELEMENTARY SCHOOL,4100 SCOTSBURN RD,SCOTSBURN NS,B0K 1R0,NULL,NULL,NULL,9024857980,9024857981,FORTUNEM@CCRCE.CA,POINT (-63.604617 44.477036)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,941,SEASIDE ELEMENTARY SCHOOL,1881 CALDWELL RD,EASTERN PASSAGE NS,B3G 1J3,NULL,NULL,NULL,9024657600,9024658662,SEASIDE@HRSB.NS.CA,POINT (-62.856434 45.653811)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,113,SETON ELEMENTARY SCHOOL,25 WILKIE AVE,NORTH SYDNEY NS,B2A 1Y5,NULL,NULL,NULL,9027942419,9027946241,BRIGGSJ1@GNSPES.CA,POINT (-63.470575 44.608063)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,534,SHANNON PARK ELEMENTARY SCHOOL,75 IROQUOIS DR,DARTMOUTH NS,B3A 4M5,NULL,NULL,NULL,9024642084,9024642866,SPES@HRCE.CA,POINT (-63.603505 44.684202)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,287,SHATFORD MEMORIAL ELEMENTARY SCHOOL,10089 ST. MARGARET'S BAY RD,HUBBARDS NS,B0J 1T0,NULL,NULL,NULL,9028574200,9028574204,SMES@HRSB.NS.CA,POINT (-64.049268 44.644117)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,716,SHELBURNE REGIONAL HIGH SCHOOL,PO BOX 10,SHELBURNE NS,B0T 1W0,415 WOODLAWN DR,SHELBURNE NS,B0T 1W0,9028754900,9028754909,SRHS@TCRCE.CA,POINT (-65.30086 43.770298)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,646,SHERWOOD PARK EDUCATION CENTRE,500 TERRACE ST,SYDNEY NS,B1P 6N1,NULL,NULL,NULL,9025637732,9025626834,GARTLAND@GNSPES.CA,POINT (-60.165647 46.129301)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,972,SHIPYARD ELEMENTARY SCHOOL,30 MT. KEMMEL ST,SYDNEY NS,B1S 3V6,NULL,NULL,NULL,9025628878,9025628674,OLIVERG@GNSPES.CA,POINT (-60.193626 46.126132)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,34,SHUBENACADIE DISTRICT ELEMENTARY SCHOOL,54 MILL VILLAGE RD,SHUBENACADIE NS,B0N 2H0,NULL,NULL,NULL,9027584600,9027584608,NODDINM@CCRCE.CA,POINT (-63.413287 45.087378)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,589,SIR CHARLES TUPPER SCHOOL,1930 CAMBRIDGE ST,HALIFAX NS,B3H 4S5,NULL,NULL,NULL,9024216775,9024213049,TUPPER@HRCE.CA,POINT (-63.600587 44.642808)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,277,SIR JOHN A. MACDONALD HIGH SCHOOL,31 SCHOLARS RD,UPPER TANTALLON NS,B3Z 0C3,NULL,NULL,NULL,9028263222,9028263220,SJA@HRSB.NS.CA,POINT (-63.865531 44.696994)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,320,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL,16 EVERGREEN DR,DARTMOUTH NS,B2W 4A7,NULL,NULL,NULL,9024645140,9024645150,SRBJH@HRSB.NS.CA,POINT (-63.496387 44.675008)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,355,SMOKEY DRIVE ELEMENTARY SCHOOL,241 SMOKEY DR,LOWER SACKVILLE NS,B4C 3G1,NULL,NULL,NULL,9028646838,9028646844,SDES@HRSB.NS.CA,POINT (-63.686513 44.785292)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,55,SOMERSET AND DISTRICT ELEMENTARY SCHOOL,4339 BROOKLYN ST,BERWICK NS,B0P 1E0,NULL,NULL,NULL,9025384670,9025384677,SDES@AVRCE.CA,POINT (-64.747148 45.074942)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,992,SOUTH COLCHESTER ACADEMY,207 HWY 289,BROOKFIELD NS,B0N 1C0,NULL,NULL,NULL,9026735000,9026735005,ARMSTRONGS@CCRCE.CA,POINT (-63.267156 45.256602)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,1185,SOUTH QUEENS MIDDLE SCHOOL,PO BOX 1288,LIVERPOOL NS,B0T 1K0,157 OLD BRIDGE ST,LIVERPOOL NS,B0T 1K0,9023547640,9023547650,SQMS@SSRSB.CA,POINT (-64.714004 44.036115)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,535,SOUTH WOODSIDE SCHOOL,5 EVERETTE ST,DARTMOUTH NS,B2W 1G2,NULL,NULL,NULL,9024642090,9024642778,SWES@HRSB.NS.CA,POINT (-63.540357 44.64497)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1105,SPRING STREET ACADEMY,59 SPRING ST,AMHERST NS,B4H 1S4,NULL,NULL,NULL,9026612499,9026612431,JANESH@CCRCE.CA,POINT (-64.202732 45.831667)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,658,SPRINGHILL JUNIOR-SENIOR HIGH SCHOOL,84 CHURCH ST,SPRINGHILL NS,B0M 1X0,84 CHURCH ST,SPRINGHILL NS,B0M 1X0,9025974250,9025974251,CONRONB@CCRSB.CA,POINT (-64.057157 45.64527)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,593,SPRINGVALE ELEMENTARY SCHOOL,92 DOWNS AVE,HALIFAX NS,B3N 1Y6,NULL,NULL,NULL,9024794606,9024794473,SPRVALE@HRCE.CA,POINT (-63.635491 44.642223)
