facility,permit_type,permit_status,facility_address,city
MEMORIAL HIGH SCHOOL # 71104,Eating Establishment,Active,300 MEMORIAL DR.,SYDNEY MINES
BAYVIEW MEMORIAL HEALTH CENTRE,Eating Establishment,Active,3375 HIGHWAY 209 HWY.,ADVOCATE HARBOUR
TOTS ACADEMY CHILD CARE SOCIETY,Eating Establishment,Active,480 HIGHWAY 2 HWY.,ENFIELD
NEEDS CONVENIENCE #4495,Food Shop,Active,347 MAIN ST.,TATAMAGOUCHE
MARITIME EXPRESS CIDER COMPANY,Eating Establishment,Active,325 MAIN ST.,KENTVILLE
JUROGIC FOOD,Eating Establishment,Active,299 ROCKY LAKE DR. SUITE 1,BEDFORD
FARM HOUSE BAR AND GRILL,Eating Establishment,Active,73 RYLAND AVE.,BIBLE HILL
CARL'S STORE,Food Shop,Active,8175 HIGHWAY 3 HWY.,TUSKET
AND EVERYTHING NICE CAFE & CATERING,Eating Establishment,Active,42 GLEN ALLAN DR.,BRIDGEWATER
CEMPOAL DE LA CALAVERA NEGRA CAFE,Eating Establishment,Awaiting Application,2374 AGRICOLA ST.,HALIFAX
HUMBLE PIE KITCHEN,Food Shop,Awaiting Application,77 KING ST.,DARTMOUTH
SUNFLOWER NATURAL HEALTH INC.,Food Shop,Awaiting Application,194 MAIN ST.,ANTIGONISH
CONNECTED COFFEE & BAKE SHOP,Food Shop,Awaiting Application,1 BELL BLVD.,ENFIELD
JESSE A ISLES - FISH MOBILE,Mobile - Class 3,Awaiting Application,1691 LANSDOWNE RD.,BEAR RIVER
ANGELA BOWLES - ANTIGONISH FARMERS MARKET,Public Market - Vendor,Awaiting Application,30 JAMES ST.,ANTIGONISH
TRENTON COMMUNITY RINK CANTEEN,Eating Establishment,Awaiting Application,75 PARK RD.,TRENTON
ANGUS MACGILLIVRAY - LF,Mobile - Class 3,Awaiting Application,975 KING ST.,WINDSOR
ROBERTSON'S CANDY & CONFECTIONERY,Food Shop,Active,265 INDUSTRIAL AVE.,TRURO
"Tea Brewery, The",Eating Establishment,Active,503 MAIN ST.,MAHONE BAY
THROUGH THE LOOKING GLASS,Eating Establishment,Active,5228 HIGHWAY 7 HWY.,PORTERS LAKE
FOOTE'S FARM MARKET,Eating Establishment,Active,1742 HIGHWAY 359 HWY.,CENTREVILLE
Stirring The Pot Soup Cafe,Public Market - Vendor,Active,173 OLD SAMBRO RD.,HALIFAX
CORNER STORE #2507,Food Shop,Active,"3084 HWY 104, POST RD.",ANTIGONISH
VERNONS THUNDERBIRD DINER,Eating Establishment,Active,2094 HAMMONDS PLAINS RD.,HAMMONDS PLAINS
CEP KITCHEN 3,Eating Establishment,Active,34 LORNE ST.,TRURO
YEAH YEAH'S PIZZA,Eating Establishment,Active,66 OCHTERLONEY ST.,DARTMOUTH
TIM HORTONS,Eating Establishment,Active,806 MAIN ST.,KINGSTON
MCDONALDS RESTAURANT (WALMART),Eating Establishment,Active,80 SYDNEY PORT ACCESS RD.,GRAND LAKE ROAD
STARBUCKS COFFEE #25882,Eating Establishment,Active,378 WELTON ST.,SYDNEY
NEEDS CONVENIENCE #4474,Food Shop,Active,174 COMMERCIAL ST.,BERWICK
LOCAL JO CAFE & MARKET,Eating Establishment,Active,2959 OXFORD ST.,HALIFAX
TADPOLES AND POLLYWOGS CHILD CARE CENTRE,Eating Establishment,Active,28 GOUROK AVE.,DARTMOUTH
TIM HORTONS,Eating Establishment,Active,180 PROSPECT RD.,HALIFAX
TIM HORTONS,Eating Establishment,Active,645 HIGHWAY 1 HWY.,MOUNT UNIACKE
SENOBE AQUATIC CLUB CANTEEN,Eating Establishment - Seasonal,Active,6 NOWLAN ST.,DARTMOUTH
SMOKE PITT BBQ INC (THE),Eating Establishment,Active,152 BLUENOSE DR.,LUNENBURG
DARBY'S OLD CHURCH KITCHEN,Eating Establishment,Active,2689 HIGHWAY 223 HWY.,MCKINNONS HARBOUR
PIZZA PIZZA,Eating Establishment,Awaiting Application,4 FOREST HILLS PKY.,COLE HARBOUR
SUB FOOD COURT (SMU),Eating Establishment,Awaiting Application,923 ROBIE ST.,HALIFAX
IVY MEADOWS CONTINUING CARE,Eating Establishment,Active,125 KNOWLES CRES.,BEAVER BANK
M & M Food Market,Food Shop,Awaiting Application,590 PORTLAND ST.,DARTMOUTH
BRUNSWICK BOWLING LANES,Eating Establishment,Awaiting Application,80 BRUNSWICK ST.,YARMOUTH
MULLINS RITE STOP,Eating Establishment,Active,4320 LOUISBOURG HWY.,ALBERT BRIDGE
Keating Centre,Eating Establishment,Active,1100 CONVOCATION BLVD.,ANTIGONISH
CALEDONIA PHARMACHOICE,Food Shop,Active,9849 HIGHWAY 8 HWY.,CALEDONIA
WHEATON'S,Eating Establishment,Active,291 COMMERCIAL ST.,BERWICK
Hermitage,Eating Establishment,Active,1496 LOWER WATER ST.,HALIFAX
GOLDEN POND RESTAURANT,Eating Establishment,Active,73 HENRY HENSEY DR.,LIVERPOOL
SWISS CHALET,Eating Establishment,Active,3434 KEMPT RD.,HALIFAX
TIM HORTONS 81,Eating Establishment,Active,396 WELTON ST.,SYDNEY
OVO Convenience Store,Food Shop,Active,72 GARY MARTIN DR. UNIT 103,BEDFORD
EXECUTIVE CHILD CARE,Eating Establishment,Active,139 STANLEY ST.,NORTH SYDNEY
PERENNIA INNOVATION CENTRE (PRODUCT DEVELOPMENT UNIT),Eating Establishment,Active,173 DR BERNIE MACDONALD DR.,BIBLE HILL
TIM HORTONS,Eating Establishment,Active,745 SACKVILLE DR.,LOWER SACKVILLE
VILLAGE VARIETY AND SERVICES,Eating Establishment,Awaiting Application,4738 TRAFALGER RD.,HOPEWELL
ROYAL CANADIAN LEGION BR 151,Eating Establishment,Awaiting Application,2317 KINGS RD.,SYDNEY
TURKEY BURGER - MOBILE SEASONAL,Mobile - Class 1 Seasonal,Awaiting Application,1671 HIGHWAY 10 HWY.,COOKVILLE
TIM HORTONS,Eating Establishment,Active,180 WYSE RD.,DARTMOUTH
DAIRY QUEEN,Eating Establishment,Active,50 FOULIS ROW,DARTMOUTH
SUBWAY #31052,Eating Establishment,Active,961 BEDFORD HWY. UNIT 105,BEDFORD
GWEILO/SWEET DUDES/NS DONAIR SHOP TRAILER,Mobile - Class 1,Active,600 WINDMILL RD.,DARTMOUTH
TIM HORTONS,Eating Establishment,Active,278 LACEWOOD DR.,HALIFAX
GLEN HAVEN MANOR CORPORATION,Eating Establishment,Active,739 EAST RIVER RD.,NEW GLASGOW
Nick's Pizza & Curry House,Eating Establishment,Active,4 NICHOLAS RD.,LOWER WEDGEPORT
TIM HORTONS  LIFE SCIENCES BLDG.,Eating Establishment,Active,1355 OXFORD ST.,HALIFAX
SHELBURNE REGIONAL HIGH SCHOOL,Eating Establishment,Active,415 WOODLAWN DR.,SHELBURNE
ST. BERNARD FIRE DEPARTMENT,Eating Establishment,Active,3963 HIGHWAY 1 HWY.,ST. BERNARD
Wise SandWish,Eating Establishment,Active,98 PORTLAND ST.,DARTMOUTH
CIRCLE K #2065,Food Shop,Active,2200 HAMMONDS PLAINS RD.,HAMMONDS PLAINS
Hants Eats,Mobile - Class 1,Active,100 MACINTOSH RD.,UPPER NINE MILE RIVER
TOKYOROLL,Eating Establishment,Active,1598 ARGYLE ST.,HALIFAX
New Wing Wah Restaurant,Eating Establishment,Active,347 HERRING COVE RD.,HALIFAX
GRAND PRE WINES LTD - HALIFAX BREWERY MARKET,Public Market - Vendor,Active,1496 LOWER WATER ST.,HALIFAX
HEBRON RECREATION COMPLEX,Eating Establishment,Awaiting Application,105 CEMETERY RD.,HEBRON
DEBERT GOLF CLUB,Eating Establishment,Awaiting Application,388 REID RD.,DEBERT
HAROLD HENNEBERRY - LF,Mobile - Class 3,Awaiting Application,99 DEERFIELD AVE.,PORTUGUESE COVE
PUGWASH CAMP (Adventist Campgrounds),Eating Establishment,Awaiting Application,2197 GULF SHORE RD.,GULF SHORE
CHARLIE'S PIZZA,Eating Establishment,Awaiting Application,487 UPPER BRANCH RD. UNIT 2,WILEVILLE
STANLEY D'ENTREMONT - LF,Mobile - Class 3,Awaiting Application,156 GREEN GROVE RD.,PUBNICO
NEW ORLEANS PIZZA,Eating Establishment,Awaiting Application,10055 GRENVILLE ST. 1,ST. PETER'S
BERTRAM HIRTLE - LF,Mobile - Class 3,Awaiting Application,3912 HIGHWAY 331 HWY.,DUBLIN SHORE
The Cabana,Eating Establishment - Seasonal,Active,NULL,MALIGNANT COVE
DANIEL L BRUCE,Public Market - Vendor,Active,NULL,NULL
RALPH GOREHAM (FISH MOBILE),Mobile - Class 3,Active,6284 HIGHWAY 3 HWY.,LOWER WOODS HARBOUR
GLOOSCAP ELEMENTARY SCHOOL CAFETERIA,Eating Establishment,Active,1017 J JORDAN RD.,CANNING
COMMONS INN,Eating Establishment,Active,5780 WEST ST.,HALIFAX
CORNWALLIS PIZZA TWICE,Eating Establishment,Active,1043 HIGHWAY 1 HWY. 1,CORNWALLIS PARK
SIMEONS FAMILY RESTAURANT,Eating Establishment,Active,581 GRAND LAKE RD.,SYDNEY
SHANTY ENTERPRISES,Eating Establishment,Active,6 CENTRAL ST. UNIT A,YARMOUTH
SIMPLY FOR LIFE BRIDGEWATER,Food Shop,Active,270 LOGAN RD.,BRIDGEWATER
WINDING RIVER CONSOLIDATED,Eating Establishment,Active,272 KITCHENER ST.,STEWIACKE
VALLEY VIEW VILLA,Eating Establishment,Active,6125 STELLARTON TRAFALGAR RD.,RIVERTON
R & M TAKE-OUT,Eating Establishment - Seasonal,Active,2800 HIGHWAY 340 HWY.,CORBERRIE
AIRLANE GOLF CLUB,Eating Establishment,Active,2103 OLD GUYSBOROUGH RD.,GOFFS
LYNDEN REST HOME,Eating Establishment,Active,1019 LUCKNOW ST.,HALIFAX
BAC ON THE GO #77112,Eating Establishment,Active,10 HIGHLAND AVE.,WOLFVILLE
SALMON RIVER FIRE HALL,Eating Establishment,Active,4821 HIGHWAY 1 HWY.,SALMON RIVER
ACROPOLE,Eating Establishment,Awaiting Application,1832 MAIN ST.,WESTVILLE
PITA PIT,Eating Establishment,Awaiting Application,44 JAMES ST. UNIT K,ANTIGONISH
GERRY CHUTE - FISH MOBILE,Mobile - Class 3,Awaiting Application,133 CAPTAIN LANE,DEERFIELD
TIM HORTONS,Eating Establishment,Awaiting Application,328 MAIN ST. UNIT 1A,YARMOUTH
Comeau's Foodland,Eating Establishment,Active,10029 HIGHWAY 1 HWY.,SAULNIERVILLE
ROLL THE DICE BOARD GAME CAFE,Eating Establishment,Awaiting Application,6386 QUINPOOL RD.,HALIFAX
King's Wharf Market,Food Shop,Active,49 KINGS WHARF PL.,DARTMOUTH
GRA,Eating Establishment - Seasonal,Active,8874 KEMPT HEAD RD.,KEMPT HEAD
LAURA SECORD,Food Shop,Active,21 MICMAC BLVD.,DARTMOUTH
SHORE THING SEAFOOD/CROW'S NEST - DIGBY,Eating Establishment,Active,40 WATER ST.,DIGBY
BERKELEY GLADSTONE (THE),Eating Establishment,Active,2633 GLADSTONE ST.,HALIFAX
Burrito Jax,Eating Establishment,Active,3117 KEMPT RD.,HALIFAX
COAL MINERS CAFE,Eating Establishment,Active,15832 CENTRAL AVE.,INVERNESS
MR. 10 ASIAN CUISINE,Eating Establishment,Active,68 ROBIE ST.,LOWER TRURO
BROOKLYN FIRE DEPT & CIVIC CENTRE,Eating Establishment,Active,995 HIGHWAY 215 HWY.,BROOKLYN
CREAMY RAINBOW BAKERY & CAFE,Eating Establishment,Active,1526 DRESDEN ROW,HALIFAX
FIVE GUYS BAYER'S LAKE,Eating Establishment,Active,212 CHAIN LAKE DR. UNIT 5,HALIFAX
MARIOS PIZZA & DONAIR,Eating Establishment,Active,197 PICTOU RD.,BIBLE HILL
MIRA (THE),Eating Establishment,Awaiting Application,426 YOUNG ST.,TRURO
HUB GRUB,Eating Establishment,Awaiting Application,41 INGLIS PL.,TRURO
LOLA'S,Eating Establishment,Active,143 RITCHIE ST.,ANNAPOLIS ROYAL
AUNTIE DORNS TAKE-OUT,Eating Establishment,Active,15108 HIGHWAY 1 HWY.,WILMOT
CURLEY FRIES- MOBILE,Mobile - Class 1,Active,34 ANABELLE CRES.,LUTES MOUNTAIN
CIRCLE K #2122,Food Shop,Active,741 CENTRAL AVE.,GREENWOOD
WINDSOR DAY CARE CENTRE,Eating Establishment,Active,236 VICTORIA ST.,WINDSOR
PEPPEREKA,Eating Establishment,Active,200 WRIGHT AVE.,DARTMOUTH
LAWTONS DRUG #2568,Food Shop,Active,27 PEAKVIEW WAY,HALIFAX
The Cake Lady (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,HALIFAX
AL'S DAIRY,Food Shop,Active,89 COMMERCIAL ST.,DOMINION
LIBERTY LODGE,Eating Establishment,Active,120 FOSTER ST.,BERWICK
BERWICK HEIGHTS GOLF COURSE,Eating Establishment,Active,3060 HIGHWAY 221 HWY.,WESTON
RESTAURANT EVANGELINE LIMITED,Eating Establishment,Awaiting Application,15150 CABOT TRAIL,CHÉTICAMP
BARRINGTON LIONS CLUB,Eating Establishment,Awaiting Application,2904 HIGHWAY 3 HWY.,BRASS HILL
KNOTTY PINE COTTAGES,Eating Establishment - Seasonal,Active,39134 CABOT TRAIL,INGONISH FERRY
BROOKS HAVEN SENIORS RECREATION,Eating Establishment,Awaiting Application,2082 GABARUS HWY.,DUTCH BROOK
SWEET SIDE OF THE MOON LTD.,Eating Establishment,Active,78 MCKEEN ST.,GLACE BAY
YARMOUTH GOLF & COUNTRY CLUB,Eating Establishment,Active,28 FORBES ST.,YARMOUTH
MADER'S CLOVER FARM SUPERMARKET,Eating Establishment,Active,1383 BARSS CORNER RD.,BARSS CORNER
BUDS KWIK-WAY,Eating Establishment,Awaiting Application,8208 MAIN ST.,SHERBROOKE
COLE HARBOUR WOODSIDE UNITED CHURCH,Eating Establishment,Active,15 BISSETT RD.,DARTMOUTH
Tantallon Elementary School #71435,Eating Establishment,Active,1 FRENCH VILLAGE STATION RD.,UPPER TANTALLON
SUBWAY,Eating Establishment,Active,41 PORTLAND ST.,DARTMOUTH
NORTH QUEENS FIRE ASSOCIATION,Eating Establishment,Active,9793 HIGHWAY 8 HWY.,CALEDONIA
Frankie Allison,Mobile - Class 3,Active,693 POCKWOCK RD.,UPPER HAMMONDS PLAINS
TIM HORTONS (534),Eating Establishment,Active,244 WAVERLEY RD.,DARTMOUTH
DINER 325,Eating Establishment,Active,2817 HIGHWAY 325 HWY.,WILEVILLE
CAMBRIDGE SUITES HOTEL HALIFAX,Eating Establishment,Active,1583 BRUNSWICK ST.,HALIFAX
BILL SMITH,Mobile - Class 1 Seasonal,Active,10 TERRACE ST.,AMHERST
384 ZESTY CORNER CAFE & EATERY,Eating Establishment,Awaiting Application,384 PORTLAND ST.,DARTMOUTH
WOK BY THE BAY,Eating Establishment,Awaiting Application,49 WATER ST.,DIGBY
DAVIDs TEA #14,Food Shop,Awaiting Application,7001 MUMFORD RD. UNIT 256A,HALIFAX
SMITTYS,Eating Establishment,Active,362 LACEWOOD DR. UNIT,HALIFAX
TMC BAKERY,Food Shop,Awaiting Application,1429 GEORGE ST.,SYDNEY
FRIENDS FOR LIFE CHILDCARE CENTRE,Eating Establishment,Active,1690 PROSPECT RD.,HATCHET LAKE
PARKSIDE PUB & GRILL,Eating Establishment,Active,14 HIGHFIELD PARK DR.,DARTMOUTH
TIM HORTONS,Eating Establishment,Active,3600 DUTCH VILLAGE RD.,HALIFAX
IT TAKES A VILLAGE INC.(UPSTAIRS),Eating Establishment,Active,480 PARKLAND DR. UNIT 14,HALIFAX
ZIGGY'S PUB AND GRILL,Eating Establishment,Active,1167 KINGS RD.,SYDNEY RIVER
Loong 7 Mart,Food Shop,Active,620 NINE MILE DR. UNIT 209-B,BEDFORD
HUBBARDS COVE COFFEE,Eating Establishment,Active,10360 ST MARGARETS BAY RD.,HUBBARDS
ULTRAMAR CORNER STORE #676,Food Shop,Active,9138 COMMERCIAL ST.,NEW MINAS
AGRICOLA STREET BRASSERIE,Eating Establishment,Active,2540 AGRICOLA ST.,HALIFAX
Black Sheep Restaurant,Eating Establishment,Active,1496 LOWER WATER ST.,HALIFAX
Jessy's Pizza,Eating Establishment,Active,1470 FALL RIVER RD. UNIT,FALL RIVER
Seabright Gardens,Public Market - Vendor,Active,30 JAMES ST.,ANTIGONISH
ANTIGONISH GOLF & COUNTRY CLUB,Eating Establishment,Active,87 CLOVERVILLE RD.,ANTIGONISH
TIM HORTONS,Eating Establishment,Active,520 MAIN ST.,YARMOUTH
Paul Jones Fish Mobile #2,Mobile - Class 3,Active,173 COW BAY RD.,EASTERN PASSAGE
BAKED FOOD CAFE INC,Eating Establishment,Awaiting Application,209 PROVOST ST.,NEW GLASGOW
SOUL BLISS CREATIONS - ANNAPOLIS ROYAL FARMERS & TRADERS MARKET,Public Market - Vendor,Awaiting Application,ST ANTHONY ST.,ANNAPOLIS ROYAL
MERMAID MOBILE CATERING TRUCK (THE),Mobile - Class 1,Awaiting Application,8676 GABARUS HWY.,GABARUS
DEBERT COURT (Shannex LTC),Eating Establishment,Active,16 DAKOTA RD.,DEBERT
TIM HORTONS,Eating Establishment,Active,6046 YOUNG ST.,HALIFAX
IWK / Grace Hospital (Main Dietary),Eating Establishment,Active,5850 UNIVERSITY AVE.,HALIFAX
Newfie Snack Shack Ltd-Mobile Trailer 1 (NS License plate T462702),Mobile - Class 1,Awaiting Application,15 BONNIE LANE,NEWPORT STATION
DALHOUSIE STUDENT UNION #72901,Eating Establishment,Active,6136 UNIVERSITY AVE.,HALIFAX
Jerry's Kwik Way,Food Shop,Active,5465 INGLIS ST.,HALIFAX
PIZZA HUT,Eating Establishment,Active,510 PORTLAND ST.,DARTMOUTH
ATLANTIC SANDS GENERAL STORE LTD,Eating Establishment,Active,655 MAIN ST.,LIVERPOOL
NOODLE GUY (THE),Eating Establishment,Active,964 MAIN ST.,PORT WILLIAMS
WILSONS PHARMASAVE,Food Shop,Active,100 STATION LANE,KENTVILLE
WAFFLE BUS STOP (THE),Eating Establishment,Active,18 COLLEGE ST. UNIT 5,ANTIGONISH
AMHERST MARKET & CAFE,Eating Establishment,Active,142 SOUTH ALBION ST. UNIT 150,AMHERST
Showtime Video and Variety,Food Shop,Active,32 ALBRO LAKE RD.,DARTMOUTH
Port Hawkesbury Superstore #317,Eating Establishment,Active,50 PAINT ST.,PORT HAWKESBURY
NEEDS #4444,Food Shop,Active,275 BAKER DR. UNIT 2,DARTMOUTH
GRANDMAS PLACE COUNTRY MARKET,Food Shop,Awaiting Application,1882 CLEMENTSVALE RD.,BEAR RIVER
SALVATION ARMY -  TRURO CORPS,Eating Establishment,Awaiting Application,14 OUTRAM ST.,TRURO
ANTIGONISH ART FAIR ASSOCIATION,Eating Establishment,Awaiting Application,145 CHURCH ST.,ANTIGONISH
Maritime Sikh Society Kitchen,Eating Establishment,Awaiting Application,10 PARKHILL RD.,HALIFAX
FAST FUEL #4529,Food Shop,Active,303 PRINCE ALBERT RD.,DARTMOUTH
MEH'S CONE SHOPPE,Eating Establishment,Active,191 MAIN ST.,TATAMAGOUCHE
Mellie's 59 WALNUT ST. - PID 60034709,Mobile - Class 1 Seasonal,Active,59 WALNUT ST.,BRIDGEWATER
MARY PHILLIPS,Mobile - Class 1 Seasonal,Active,288 SHORTTS LAKE WEST RD.,SHORTTS LAKE
FRANKENSTAND FOOD TRAILER (THE),Mobile - Class 1,Active,46 XAVIER DR.,ANTIGONISH
DOWN UNDER BAKERY,Food Shop,Active,727 GRANDIQUE RD.,ARICHAT
CINEPLEX CINEMAS AMHERST,Food Shop,Active,47 CHURCH ST.,AMHERST
DAIRY QUEEN,Eating Establishment,Active,101 VICTORIA ST.,DIGBY
FRY DADDY'S MIDDLE SACKVILLE,Eating Establishment,Active,1622 SACKVILLE DR.,MIDDLE SACKVILLE
KAITLIN J. SMITH,Eating Establishment,Active,35 EMPIRE LANE,WINDSOR
SCOTIABANK CENTRE - SUITE KITCHEN (5TH FLOOR),Eating Establishment,Active,1800 ARGYLE ST.,HALIFAX
DEKIES RESTAURANT,Eating Establishment,Active,720 SACKVILLE DR. UNIT 125,LOWER SACKVILLE
DIGBY HOCKEY MOMS CANTEEN,Eating Establishment,Active,27 SHREVE ST.,DIGBY
NOEL ROAD COMMUNITY HALL,Eating Establishment,Active,6936 HIGHWAY 354 HWY.,NOEL ROAD
NEEDS #4442,Food Shop,Active,70 FIRST LAKE DR.,LOWER SACKVILLE
INDIA HUT (THE),Eating Establishment,Active,15 REVERE ST.,TRURO
GLORY FARM CATERING - ANNAPOLIS ROYAL FARMERS MARKET,Public Market - Vendor,Awaiting Application,178 ST GEORGE ST.,ANNAPOLIS ROYAL
PETE'S FINE FOODS,Eating Establishment,Awaiting Application,1515 DRESDEN ROW,HALIFAX
FAIRVIEW VARIETY,Food Shop,Awaiting Application,130 MAIN AVE.,HALIFAX
Trenton Middle School,Eating Establishment,Active,37 DICKIE ST.,TRENTON
Chatime,Eating Establishment,Active,30 FARNHAM GATE RD.,HALIFAX
BULK BARN FOODS,Food Shop,Active,106 ROBIE ST.,TRURO
JUST AROUND THE CORNER STORE,Food Shop,Active,4320 HIGHWAY 2 HWY.,WELLINGTON
BARKING BEAN CAFE (THE),Eating Establishment,Active,51 MAIN ST.,HANTSPORT
A.C. COVERTS DISTRIBUTORS,Eating Establishment,Active,390 HIGNEY AVE.,DARTMOUTH
ALEXANDRA CHILDREN'S CENTRE,Eating Establishment,Active,3405 DEVONSHIRE AVE.,HALIFAX
MRS P'S HOMESTYLE BAKERY,Food Shop,Active,334-336 HERRING COVE RD.,HALIFAX
As You Like It,Eating Establishment,Active,1660 HOLLIS ST.,HALIFAX
CENTRAL GREENWOOD CORNER STORE INC,Food Shop,Active,553 CENTRAL AVE.,GREENWOOD
NEW DAWN MEALS ON WHEELS,Eating Establishment,Active,37 NAPEAN ST.,SYDNEY
SOBEYS #622,Eating Establishment,Active,612 HIGHWAY 7 HWY.,WESTPHAL
LAWTONS DRUGS #2750,Food Shop,Active,16 DENTITH RD.,HALIFAX
COW BAY LOBSTERS INC,Mobile - Class 3,Active,235 LONG BEACH RD.,PORT MORIEN
TANTALLON ESSO/ROBINS DONUTS/GRECO,Eating Establishment,Active,4 FRENCH VILLAGE STATION RD.,UPPER TANTALLON
HANTSPORT PIZZERIA & DELI,Eating Establishment,Awaiting Application,26 MAIN ST.,HANTSPORT
NEEDS CONVENIENCE #211,Food Shop,Awaiting Application,3493 EMERALD ST.,NEW WATERFORD
PERRY RICHARDSON - LF MOBILE # 2,Mobile - Class 3,Awaiting Application,5838 PROSPECT RD.,BIG LAKE
DIGBY FIREMANS SOCIETY,Eating Establishment,Awaiting Application,163 FIRST AVE.,DIGBY
BLUENOSE CURLING CLUB,Eating Establishment,Awaiting Application,234 PARK ST.,NEW GLASGOW
CONWAY QUICK STOP,Food Shop,Awaiting Application,126 HIGHWAY 303,CONWAY
SUBWAY #12169,Eating Establishment,Awaiting Application,33 LAVINIA ST.,NEW GLASGOW
SMOOTH MEAL PREP,Eating Establishment,Awaiting Application,760 MAIN ST. UNIT A,DARTMOUTH
BIG RAY CONVENIENCE LTD,Food Shop,Awaiting Application,123 MAIN ST. SUITE 7,DARTMOUTH
CHESTER DISTRICT ELEMENTARY SCHOOL CAFETERIA,Eating Establishment,Awaiting Application,202 DUKE ST.,CHESTER
JOE E CHEESY'S SNACK SHACK,Eating Establishment,Active,271 PICTOU RD.,BIBLE HILL
CHESTER'S CAFE,Eating Establishment,Active,43 QUEEN ST. 1,CHESTER
KIWI CAFE,Eating Establishment,Active,19 PLEASANT ST.,CHESTER
GRECO PIZZA,Eating Establishment,Active,37 ALBION ST.,AMHERST
HIGH-CREST HOME NEW GLASGOW,Eating Establishment,Active,253 FORBES ST.,NEW GLASGOW
HOMESTEADERS NATURAL PRODUCTS,Public Market - Vendor,Active,5325 HIGHWAY 10 HWY.,NEW GERMANY
EVANGELINE RESTAURANT,Eating Establishment,Active,8946 HIGHWAY 1 HWY.,METEGHAN RIVER
PIC-A-NIC BASKET,Eating Establishment - Seasonal,Active,43 BOO BOO BLVD.,NORTH KINGSTON
MILTON Community Association,Eating Establishment,Active,168 TUPPER ST.,MILTON
WILLOW CREEK CHILDREN'S CENTRE,Eating Establishment,Active,1710 SACKVILLE DR.,MIDDLE SACKVILLE
METEGHAN RED & WHITE,Eating Establishment,Active,113 PETER DUGAS RD.,METEGHAN
Red Knot Bakery,Eating Establishment,Active,569 PRINCE ST.,TRURO
SALVATORES PIZZAIOLO TRATTORIA,Eating Establishment,Active,5541 YOUNG ST.,HALIFAX
BELLIVEAU COVE DEVELOPMENT COMMISSION - LES MARCHES DE LA BAIE - ORGANIZER,Public Market - Vendor,Active,3255 HIGHWAY 1 HWY.,BELLIVEAUS COVE
EASTERN SHORE DISTRICT HIGH SCHOOL #71495,Eating Establishment,Active,35 WEST PETPESWICK RD.,MUSQUODOBOIT HARBOUR
LIBERTY LODGE,Eating Establishment,Active,334 PROSPECT RD.,MORRISTOWN
SKI WENTWORTH,Eating Establishment,Active,14595 HIGHWAY 4 HWY.,WENTWORTH
WOODVILLE COMMUNITY CENTRE,Eating Establishment,Awaiting Application,342 BLIGH RD.,WOODVILLE
F & F FISHERIES,Eating Establishment - Seasonal,Awaiting Application,4967 SHORE RD.,LISMORE
Kenny's Pizza - MayFlower Mall,Eating Establishment,Active,800 GRAND LAKE RD.,GRAND LAKE ROAD
LINCOLN STREET FOOD,Eating Establishment,Active,200 LINCOLN ST.,LUNENBURG
HOWLETT MOBILE,Mobile - Class 1,Active,6838 HIGHWAY 321 HWY.,ROSLIN
UNCHAINED KITCHEN,Eating Establishment,Active,2606 AGRICOLA ST.,HALIFAX
TIM HORTONS,Eating Establishment - Seasonal,Active,963 CENTRAL AVE.,GREENWOOD
HOLT'S TAKE-OUT & CORNER STORE LTD.,Eating Establishment,Active,2290 PROSPECT RD.,HATCHET LAKE
ROADSIDE DINER,Eating Establishment,Active,3334 HIGHWAY 1 HWY.,BELLIVEAUS COVE
Amin's Indian Food,Eating Establishment,Active,5565 CORNWALLIS ST.,HALIFAX
Truro Elementary School Cafeteria,Eating Establishment,Active,103 CURTIS DR.,TRURO
New Glasgow Superstore 368,Eating Establishment,Active,394 WESTVILLE RD.,NEW GLASGOW
SAM'S PIZZA,Eating Establishment,Active,106 MAIN ST.,TRENTON
MEXICO LINDO,Eating Establishment,Active,3635 DUTCH VILLAGE RD.,HALIFAX
MCDONALDS,Eating Establishment,Active,1189 KINGS RD.,SYDNEY RIVER
BROOKFIELD BAKERY,Eating Establishment,Active,652 HIGHWAY 2 HWY.,BROOKFIELD
McDonalds Restaurant,Eating Establishment,Active,272 LACEWOOD DR.,HALIFAX
Bearly's Lounge,Eating Establishment,Active,1269 BARRINGTON ST.,HALIFAX
Windsor Superstore #377,Eating Establishment,Active,11 COLE DR.,WINDSOR
BENTO NOUVEAU SUSHI,Eating Establishment,Active,1650 BEDFORD HWY.,BEDFORD
ATLANTIC MONTESSORI SCHOOL,Eating Establishment,Active,12 FLAMINGO DR.,HALIFAX
KATE'S BAKERY,Eating Establishment,Active,8772 COMMERCIAL ST.,NEW MINAS
NORTHEAST NOVA SCOTIA CORRECTIONAL FACILITY,Eating Establishment,Active,10202 SHERBROOKE RD.,PRIESTVILLE
GOLFZON SACKVILLE,Eating Establishment,Active,512 SACKVILLE DR. A006,LOWER SACKVILLE
HARBOUR RESTAURANT AND BAR LTD. (2008),Eating Establishment,Active,15299 CABOT TRAIL,CHÉTICAMP
HOOK AND ANCHOR FAMILY DINING,Eating Establishment - Seasonal,Active,95 MILLS RD.,ADVOCATE HARBOUR
CHEDABUCTO PLACE 71414,Eating Establishment,Active,27 GREEN ST.,GUYSBOROUGH
